ophcf2_protein,beau_protein,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAF4589850.1,XP_008595818.1,1.42E-85,263,2.50E-89,273
KAF4589855.1,XP_008595315.1,2.01E-55,180,9.02E-65,203
KAF4589858.1,XP_008595817.1,1.29E-146,444,2.91E-146,442
KAF4589859.1,XP_008595816.1,1.75E-87,261,1.62E-91,271
KAF4589860.1,XP_008595815.1,0,1758,0,1751
KAF4589861.1,XP_008595814.1,2.20E-34,112,1.66E-34,112
KAF4589862.1,XP_008595813.1,0,540,0,535
KAF4589863.1,XP_008595812.1,2.18E-82,246,1.49E-82,246
KAF4589864.1,XP_008595811.1,1.69E-89,266,1.05E-93,276
KAF4589866.1,XP_008595808.1,0,979,0,866
KAF4589867.1,XP_008595342.1,1.01E-137,395,7.22E-138,395
KAF4589868.1,XP_008595343.1,0,592,0,592
KAF4589868.1,XP_008596511.1,0,605,0,605
KAF4589869.1,XP_008594352.1,1.12E-22,95.1,1.21E-22,94.7
KAF4589869.1,XP_008600259.1,2.41E-24,99,1.80E-24,99
KAF4589869.1,XP_008602408.1,1.02E-23,97.1,7.05E-24,97.1
KAF4589874.1,XP_008599085.1,0,973,0,968
KAF4589876.1,XP_008595806.1,0,1343,0,1354
KAF4589877.1,XP_008595805.1,0,1163,0,1181
KAF4589878.1,XP_008595804.1,5.35E-71,218,1.35E-71,219
KAF4589883.1,XP_008595525.1,5.03E-100,315,2.53E-108,336
KAF4589886.1,XP_008595802.1,0,1081,0,1041
KAF4589887.1,XP_008596772.1,5.50E-127,369,3.75E-127,369
KAF4589888.1,XP_008603657.1,0,546,0,522
KAF4589889.1,XP_008596771.1,0,871,0,862
KAF4589891.1,XP_008596759.1,3.18E-21,81.6,2.69E-24,89.4
KAF4589894.1,XP_008596761.1,0,1516,0,1437
KAF4589895.1,XP_008595797.1,0,813,0,798
KAF4589897.1,XP_008595796.1,6.30E-81,233,6.05E-81,233
KAF4589898.1,XP_008595794.1,3.33E-78,233,3.86E-80,239
KAF4589903.1,XP_008602094.1,1.67E-61,184,1.31E-61,184
KAF4589904.1,XP_008602093.1,0,1790,0,1851
KAF4589905.1,XP_008602092.1,5.77E-140,422,1.48E-129,394
KAF4589912.1,XP_008595780.1,7.32E-136,390,5.13E-136,390
KAF4589913.1,XP_008595781.1,1.83E-135,390,1.38E-135,390
KAF4589914.1,XP_008595792.1,5.97E-48,146,4.31E-48,146
KAF4589915.1,XP_008595791.1,7.57E-103,293,9.33E-103,292
KAF4589916.1,XP_008595790.1,2.76E-144,399,1.97E-144,399
KAF4589917.1,XP_008595787.1,1.74E-111,330,5.97E-111,328
KAF4589919.1,XP_008595786.1,2.48E-157,447,1.46E-157,448
KAF4589921.1,XP_008595785.1,0,916,0,919
KAF4589922.1,XP_008595784.1,0,673,0,694
KAF4591345.1,XP_008597258.1,0,818,0,814
KAF4591347.1,XP_008597250.1,6.06E-111,319,1.25E-102,298
KAF4591348.1,XP_008597251.1,0,4276,0,4275
KAF4591349.1,XP_008597262.1,0,731,0,716
KAF4591351.1,XP_008597261.1,0,813,0,836
KAF4591352.1,XP_008597260.1,6.06E-152,440,6.20E-151,437
KAF4591353.1,XP_008597259.1,0,633,0,633
KAF4591356.1,XP_008598988.1,0,538,1.40E-179,506
KAF4591357.1,XP_008601561.1,2.18E-39,140,1.49E-39,140
KAF4591358.1,XP_008598985.1,0,531,0,542
KAF4591359.1,XP_008598981.1,1.11E-55,181,3.07E-61,196
KAF4591361.1,XP_008598978.1,0,531,0,557
KAF4591362.1,XP_008598976.1,3.75E-134,382,6.80E-142,402
KAF4591363.1,XP_008598975.1,0,686,0,673
KAF4591364.1,XP_008598972.1,0,669,0,691
KAF4591365.1,XP_008598993.1,0,802,0,779
KAF4591367.1,XP_008594200.1,1.03E-159,456,4.68E-171,485
KAF4591369.1,XP_008598995.1,3.12E-49,149,2.23E-49,149
KAF4591370.1,XP_008598996.1,3.41E-101,325,7.51E-102,325
KAF4591371.1,XP_008596120.1,0,657,0,672
KAF4591372.1,XP_008598713.1,0,546,0,544
KAF4591373.1,XP_008593657.1,7.39E-88,269,3.40E-86,264
KAF4591374.1,XP_008595749.1,0,699,0,673
KAF4591375.1,XP_008595750.1,0,735,0,712
KAF4591376.1,XP_008595761.1,1.82E-33,112,2.27E-34,114
KAF4591377.1,XP_008595760.1,0,935,0,946
KAF4591378.1,XP_008595758.1,0,576,0,575
KAF4591381.1,XP_008603584.1,1.14E-69,224,2.57E-70,226
KAF4591382.1,XP_008595762.1,0,656,0,651
KAF4591383.1,XP_008595763.1,5.92E-68,204,1.35E-67,202
KAF4591385.1,XP_008600004.1,0,633,0,639
KAF4591389.1,XP_008595764.1,1.07E-102,307,2.68E-104,311
KAF4591390.1,XP_008602090.1,6.32E-28,109,7.44E-28,108
KAF4591391.1,XP_008602089.1,3.16E-100,287,9.01E-106,301
KAF4591393.1,XP_008602087.1,0,793,0,791
KAF4591394.1,XP_008600784.1,0,876,0,869
KAF4591395.1,XP_008600785.1,0,882,0,852
KAF4591396.1,XP_008600786.1,3.05E-41,142,2.41E-41,142
KAF4591397.1,XP_008600787.1,9.97E-83,246,8.92E-89,261
KAF4591399.1,XP_008597152.1,0,840,0,833
KAF4591400.1,XP_008597153.1,9.17E-161,460,2.81E-165,471
KAF4591402.1,XP_008597160.1,1.67E-129,371,8.99E-130,371
KAF4591403.1,XP_008597161.1,0,1372,0,1326
KAF4591404.1,XP_008597162.1,8.82E-138,394,3.76E-136,389
KAF4591405.1,XP_008597163.1,1.66E-55,167,1.18E-55,167
KAF4591406.1,XP_008597164.1,9.69E-98,289,2.00E-96,286
KAF4591409.1,XP_008597112.1,0,556,0,556
KAF4591410.1,XP_008597111.1,0,568,0,557
KAF4591411.1,XP_008597106.1,0,851,0,834
KAF4591412.1,XP_008597107.1,0,924,0,906
KAF4591413.1,XP_008597176.1,1.31E-75,251,4.83E-77,254
KAF4591414.1,XP_008597177.1,1.44E-137,419,2.91E-140,425
KAF4591415.1,XP_008597178.1,2.68E-53,160,6.60E-49,148
KAF4591416.1,XP_008597179.1,0,728,0,725
KAF4591417.1,XP_008596960.1,0,975,0,951
KAF4591418.1,XP_008597130.1,0,1102,0,1077
KAF4591419.1,XP_008597131.1,3.73E-34,118,1.76E-34,119
KAF4591421.1,XP_008597169.1,0,1283,0,1252
KAF4591423.1,XP_008597166.1,1.09E-32,117,3.71E-33,118
KAF4591424.1,XP_008597115.1,6.64E-97,296,7.53E-104,313
KAF4591425.1,XP_008597096.1,0,654,0,617
KAF4591426.1,XP_008597095.1,0,1076,0,1063
KAF4591427.1,XP_008597056.1,0,999,0,1003
KAF4591428.1,XP_008597057.1,0,719,0,719
KAF4591429.1,XP_008597059.1,7.89E-115,331,1.80E-111,322
KAF4591430.1,XP_008597060.1,7.85E-97,307,5.17E-97,307
KAF4591431.1,XP_008597061.1,1.33E-118,338,4.58E-127,359
KAF4591432.1,XP_008597062.1,5.09E-118,336,9.03E-118,335
KAF4591433.1,XP_008597063.1,0,1163,0,1167
KAF4591435.1,XP_008597065.1,0,648,0,695
KAF4591436.1,XP_008597068.1,1.08E-123,348,7.54E-139,386
KAF4591437.1,XP_008597069.1,0,1184,0,1200
KAF4591438.1,XP_008597071.1,8.69E-53,164,1.21E-49,155
KAF4591439.1,XP_008597072.1,0,1840,0,1818
KAF4591441.1,XP_008597073.1,0,561,0,547
KAF4591442.1,XP_008597074.1,2.96E-83,238,2.23E-83,238
KAF4591443.1,XP_008597075.1,5.88E-97,274,4.14E-97,274
KAF4591444.1,XP_008597076.1,2.14E-43,155,3.85E-43,154
KAF4591445.1,XP_008597077.1,7.19E-157,444,8.56E-150,425
KAF4591446.1,XP_008597079.1,0,867,0,863
KAF4591447.1,XP_008597080.1,0,876,0,877
KAF4591449.1,XP_008597083.1,1.31E-129,380,4.47E-130,381
KAF4591450.1,XP_008597085.1,0,2007,0,1980
KAF4591451.1,XP_008597086.1,1.03E-149,420,7.54E-150,420
KAF4591452.1,XP_008597087.1,5.91E-94,271,3.24E-95,274
KAF4591453.1,XP_008597090.1,3.76E-118,338,3.29E-118,338
KAF4591454.1,XP_008597091.1,0,633,0,620
KAF4591455.1,XP_008597092.1,4.05E-180,515,1.98E-180,516
KAF4591456.1,XP_008597055.1,0,524,0,533
KAF4591457.1,XP_008597054.1,1.52E-129,366,1.08E-131,371
KAF4591458.1,XP_008597053.1,3.07E-150,419,1.99E-150,419
KAF4591460.1,XP_008597051.1,0,650,0,651
KAF4591461.1,XP_008597050.1,2.74E-179,500,1.96E-179,500
KAF4591462.1,XP_008597049.1,0,595,0,572
KAF4591463.1,XP_008597045.1,3.14E-119,336,1.85E-119,336
KAF4591464.1,XP_008597044.1,4.12E-42,136,2.05E-42,136
KAF4591465.1,XP_008597043.1,7.45E-72,208,5.33E-72,208
KAF4591466.1,XP_008597042.1,4.21E-83,245,3.26E-83,245
KAF4591467.1,XP_008597041.1,0,712,0,720
KAF4591468.1,XP_008597040.1,0,639,0,625
KAF4591469.1,XP_008603380.1,4.20E-79,252,4.72E-87,272
KAF4591470.1,XP_008603600.1,0,920,0,899
KAF4591471.1,XP_008603593.1,8.72E-154,428,3.32E-165,457
KAF4591472.1,XP_008603592.1,0,2233,0,2233
KAF4591473.1,XP_008603591.1,0,1872,0,1861
KAF4591474.1,XP_008603523.1,0,568,0,565
KAF4591475.1,XP_008602686.1,0,1751,0,1730
KAF4591476.1,XP_008603590.1,0,1148,0,1144
KAF4591477.1,XP_008602899.1,1.78E-39,127,1.61E-39,127
KAF4591479.1,XP_008603530.1,1.12E-177,510,7.13E-177,507
KAF4591480.1,XP_008603529.1,1.54E-75,219,1.06E-75,219
KAF4591481.1,XP_008603528.1,1.18E-109,310,8.50E-110,310
KAF4591483.1,XP_008603526.1,0,3241,0,3288
KAF4591484.1,XP_008603525.1,0,881,0,892
KAF4591486.1,XP_008603524.1,5.50E-91,281,3.35E-90,278
KAF4591487.1,XP_008602902.1,0,850,0,843
KAF4591488.1,XP_008603344.1,1.12E-166,460,3.63E-159,441
KAF4591489.1,XP_008601588.1,0,1071,0,1053
KAF4591490.1,XP_008601589.1,2.73E-84,253,1.83E-78,238
KAF4591492.1,XP_008596843.1,1.07E-135,387,7.44E-136,387
KAF4591493.1,XP_008596844.1,2.86E-93,265,2.06E-93,265
KAF4591494.1,XP_008603659.1,0,1238,0,1238
KAF4591495.1,XP_008599118.1,3.17E-170,482,0,526
KAF4591496.1,XP_008602900.1,0,1417,0,1417
KAF4591498.1,XP_008601593.1,8.31E-32,107,5.10E-37,120
KAF4591499.1,XP_008602901.1,4.09E-51,162,5.35E-51,162
KAF4591501.1,XP_008596855.1,0,1276,0,1286
KAF4591502.1,XP_008602903.1,0,610,0,610
KAF4591503.1,XP_008603258.1,0,584,0,584
KAF4591505.1,XP_008596838.1,0,533,0,533
KAF4591506.1,XP_008600159.1,3.74E-133,386,3.38E-133,386
KAF4591507.1,XP_008600665.1,0,966,0,986
KAF4591508.1,XP_008603409.1,0,1225,0,1203
KAF4591509.1,XP_008596857.1,1.63E-103,298,2.79E-107,308
KAF4591510.1,XP_008596856.1,3.97E-157,436,2.84E-157,436
KAF4591512.1,XP_008603407.1,9.48E-144,417,9.30E-144,417
KAF4591515.1,XP_008600164.1,0,1612,0,1623
KAF4591517.1,XP_008595621.1,7.29E-82,234,5.21E-82,234
KAF4591518.1,XP_008603556.1,1.21E-102,290,6.99E-103,290
KAF4591519.1,XP_008595626.1,9.28E-152,422,6.33E-152,422
KAF4591520.1,XP_008603404.1,4.57E-155,446,4.22E-162,463
KAF4591522.1,XP_008595624.1,0,560,0,603
KAF4591524.1,XP_008600129.1,0,531,2.11E-175,503
KAF4591527.1,XP_008595622.1,0,561,0,568
KAF4591528.1,XP_008595627.1,0,1028,0,1007
KAF4591529.1,XP_008595620.1,0,764,0,782
KAF4591530.1,XP_008595618.1,9.77E-79,236,9.42E-79,236
KAF4591531.1,XP_008595617.1,1.11E-56,185,5.37E-65,206
KAF4591532.1,XP_008595616.1,0,658,0,665
KAF4591533.1,XP_008595615.1,0,900,0,900
KAF4591534.1,XP_008595614.1,2.86E-146,426,7.76E-145,422
KAF4591535.1,XP_008594212.1,0,864,0,899
KAF4591536.1,XP_008595613.1,0,583,0,605
KAF4591538.1,XP_008601673.1,6.19E-77,241,6.29E-77,242
KAF4591539.1,XP_008594211.1,2.11E-68,201,1.44E-68,201
KAF4591540.1,XP_008594215.1,0,625,0,639
KAF4591541.1,XP_008594214.1,0,1446,0,1438
KAF4591542.1,XP_008594213.1,0,860,0,874
KAF4591543.1,XP_008598777.1,4.74E-106,313,4.45E-106,313
KAF4591545.1,XP_008598776.1,0,954,0,904
KAF4591546.1,XP_008598775.1,1.97E-72,218,3.95E-74,221
KAF4591547.1,XP_008598774.1,0,764,0,768
KAF4591549.1,XP_008598773.1,1.81E-98,288,4.99E-115,330
KAF4591550.1,XP_008598772.1,2.85E-117,372,7.23E-120,378
KAF4591551.1,XP_008598771.1,0,807,0,777
KAF4591552.1,XP_008598765.1,2.74E-81,236,2.74E-90,258
KAF4591553.1,XP_008598763.1,0,852,0,852
KAF4591554.1,XP_008598762.1,5.91E-158,471,1.50E-161,480
KAF4591555.1,XP_008598761.1,0,1502,0,1427
KAF4591556.1,XP_008598760.1,4.23E-79,238,1.02E-82,247
KAF4591557.1,XP_008598720.1,7.09E-153,429,2.98E-153,429
KAF4591558.1,XP_008599443.1,0,714,0,699
KAF4591559.1,XP_008601429.1,0,537,0,524
KAF4591561.1,XP_008601428.1,0,665,0,652
KAF4591562.1,XP_008601430.1,0,585,0,575
KAF4591563.1,XP_008601432.1,1.46E-159,482,6.77E-161,485
KAF4591564.1,XP_008601433.1,1.30E-170,468,9.29E-171,468
KAF4591565.1,XP_008601434.1,1.81E-59,187,1.28E-59,187
KAF4591566.1,XP_008601435.1,0,1092,0,1105
KAF4591567.1,XP_008601436.1,0,987,0,965
KAF4591568.1,XP_008601437.1,0,1088,0,1081
KAF4591569.1,XP_008601438.1,1.15E-166,459,1.41E-165,456
KAF4591570.1,XP_008601439.1,0,668,0,668
KAF4591573.1,XP_008601443.1,0,855,0,877
KAF4591574.1,XP_008601444.1,0,877,0,877
KAF4591575.1,XP_008601445.1,0,658,0,652
KAF4591576.1,XP_008595548.1,8.19E-66,204,5.33E-66,204
KAF4591577.1,XP_008595547.1,5.23E-163,489,3.33E-170,508
KAF4591578.1,XP_008595553.1,1.49E-162,468,4.02E-155,449
KAF4591579.1,XP_008595554.1,0,1202,0,1160
KAF4591581.1,XP_008595195.1,0,954,0,996
KAF4591582.1,XP_008595194.1,0,549,0,556
KAF4591583.1,XP_008595193.1,1.10E-139,386,7.89E-140,386
KAF4591584.1,XP_008595191.1,9.75E-37,125,1.05E-44,145
KAF4591585.1,XP_008595190.1,0,593,0,612
KAF4591587.1,XP_008595188.1,0,1212,0,1231
KAF4591588.1,XP_008595187.1,0,714,0,693
KAF4591589.1,XP_008595186.1,0,1038,0,1038
KAF4591590.1,XP_008595185.1,1.03E-148,426,2.32E-145,417
KAF4591591.1,XP_008595184.1,1.19E-61,196,1.33E-82,250
KAF4591593.1,XP_008595183.1,0,1036,0,1006
KAF4591594.1,XP_008595181.1,1.74E-59,195,7.76E-71,224
KAF4591595.1,XP_008595179.1,0,1658,0,1655
KAF4591598.1,XP_008595603.1,6.87E-122,373,1.11E-116,359
KAF4591599.1,XP_008595604.1,9.41E-159,459,1.47E-153,445
KAF4591600.1,XP_008595607.1,7.98E-63,204,1.40E-60,198
KAF4591601.1,XP_008595609.1,1.08E-105,320,1.35E-105,319
KAF4591602.1,XP_008595611.1,0,1457,0,1457
KAF4591604.1,XP_008595173.1,0,580,0,580
KAF4591606.1,XP_008595174.1,0,574,0,592
KAF4591607.1,XP_008595175.1,0,684,0,627
KAF4591609.1,XP_008595602.1,0,1589,0,1543
KAF4591610.1,XP_008595601.1,6.20E-47,158,5.57E-49,163
KAF4591611.1,XP_008595600.1,3.23E-131,375,5.61E-131,375
KAF4591612.1,XP_008602516.1,5.60E-170,510,3.50E-157,476
KAF4591613.1,XP_008595612.1,7.26E-106,312,4.75E-106,312
KAF4591614.1,XP_008595599.1,0,1256,0,1242
KAF4591615.1,XP_008596548.1,4.67E-16,73.6,1.18E-16,74.7
KAF4591616.1,XP_008595596.1,0,762,0,789
KAF4591618.1,XP_008595591.1,0,1116,0,1108
KAF4591619.1,XP_008595590.1,7.59E-92,264,4.66E-94,269
KAF4591620.1,XP_008595589.1,3.93E-67,196,2.81E-67,196
KAF4591621.1,XP_008595588.1,4.90E-101,288,4.41E-101,288
KAF4591622.1,XP_008595587.1,7.95E-68,197,5.68E-68,197
KAF4591622.1,XP_008603354.1,7.95E-68,197,5.68E-68,197
KAF4591623.1,XP_008595586.1,0,1018,0,1040
KAF4591624.1,XP_008595585.1,2.23E-63,190,2.21E-54,167
KAF4591625.1,XP_008595584.1,5.03E-82,241,4.02E-82,241
KAF4591626.1,XP_008595583.1,3.58E-59,195,3.09E-59,195
KAF4591628.1,XP_008595581.1,0,1431,0,1455
KAF4591629.1,XP_008595570.1,7.91E-65,200,1.20E-78,235
KAF4591630.1,XP_008595571.1,3.63E-165,478,5.12E-173,498
KAF4591632.1,XP_008595572.1,4.99E-161,466,1.71E-163,473
KAF4591633.1,XP_008595573.1,1.03E-179,506,0,508
KAF4591634.1,XP_008595574.1,4.62E-44,144,7.44E-47,150
KAF4591635.1,XP_008595575.1,0,2033,0,1986
KAF4591637.1,XP_008595578.1,4.68E-136,409,3.26E-139,417
KAF4591638.1,XP_008595579.1,2.21E-137,383,1.17E-127,358
KAF4591640.1,XP_008595928.1,2.12E-61,207,6.39E-64,214
KAF4591641.1,XP_008600068.1,1.11E-152,436,1.62E-152,436
KAF4591642.1,XP_008595569.1,8.29E-150,420,5.94E-150,420
KAF4591643.1,XP_008595568.1,1.93E-134,374,1.38E-134,374
KAF4591644.1,XP_008595567.1,0,887,0,884
KAF4591645.1,XP_008595566.1,0,1145,0,1130
KAF4591647.1,XP_008595565.1,1.30E-57,190,1.21E-67,216
KAF4591648.1,XP_008595564.1,0,628,0,610
KAF4591649.1,XP_008595563.1,0,1665,0,1654
KAF4591651.1,XP_008595561.1,0,2132,0,2150
KAF4591652.1,XP_008595560.1,0,3101,0,3182
KAF4591653.1,XP_008595209.1,2.35E-117,334,2.87E-116,331
KAF4591654.1,XP_008595199.1,1.24E-161,452,9.29E-162,452
KAF4591655.1,XP_008595201.1,0,1488,0,1510
KAF4591656.1,XP_008595202.1,2.43E-51,160,6.69E-56,171
KAF4591657.1,XP_008595203.1,0,1479,0,1443
KAF4591658.1,XP_008595204.1,0,521,1.90E-180,511
KAF4591659.1,XP_008595205.1,2.26E-165,497,0,565
KAF4591660.1,XP_008601501.1,5.48E-53,182,2.47E-53,182
KAF4591661.1,XP_008595206.1,0,790,0,785
KAF4591662.1,XP_008595207.1,0,809,0,846
KAF4591665.1,XP_008595557.1,0,1094,0,1071
KAF4591666.1,XP_008601537.1,3.61E-34,121,2.46E-34,121
KAF4591668.1,XP_008602487.1,1.51E-44,154,1.10E-44,154
KAF4591672.1,XP_008601826.1,0,627,0,635
KAF4591673.1,XP_008602039.1,6.53E-144,409,4.53E-144,409
KAF4591674.1,XP_008593789.1,7.40E-150,435,1.35E-142,416
KAF4591675.1,XP_008593790.1,1.24E-96,283,2.93E-106,307
KAF4591676.1,XP_008593791.1,2.21E-156,446,1.84E-156,446
KAF4591677.1,XP_008595510.1,0,1159,0,1169
KAF4591681.1,XP_008600046.1,0,1960,0,1957
KAF4591682.1,XP_008593918.1,0,690,0,684
KAF4591683.1,XP_008596130.1,2.68E-145,427,2.77E-145,427
KAF4591683.1,XP_008602015.1,1.40E-132,406,1.76E-132,406
KAF4591685.1,XP_008596619.1,9.10E-18,72,6.99E-18,72
KAF4591686.1,XP_008596913.1,8.79E-105,306,7.77E-103,301
KAF4591687.1,XP_008596912.1,2.32E-86,254,1.71E-86,254
KAF4591688.1,XP_008596911.1,0,680,0,673
KAF4591689.1,XP_008596910.1,5.08E-116,326,3.65E-116,326
KAF4591690.1,XP_008596687.1,0,793,0,800
KAF4591692.1,XP_008598234.1,3.91E-89,297,2.12E-86,290
KAF4591693.1,XP_008598233.1,0,640,0,640
KAF4591694.1,XP_008598230.1,0,549,2.34E-170,513
KAF4591695.1,XP_008598225.1,1.62E-91,269,1.58E-84,251
KAF4591697.1,XP_008598221.1,0,708,0,719
KAF4591701.1,XP_008601861.1,6.75E-106,327,2.39E-104,323
KAF4591702.1,XP_008601862.1,0,654,0,635
KAF4591703.1,XP_008601863.1,4.06E-163,459,2.06E-164,462
KAF4591706.1,XP_008603161.1,2.86E-40,141,1.52E-40,141
KAF4591708.1,XP_008596317.1,0,762,0,762
KAF4591709.1,XP_008597681.1,5.86E-38,120,3.23E-38,120
KAF4591711.1,XP_008597959.1,0,545,0,541
KAF4591712.1,XP_008597960.1,0,1031,0,1092
KAF4591713.1,XP_008598741.1,2.28E-128,391,4.51E-135,408
KAF4591714.1,XP_008598740.1,1.60E-115,332,6.00E-125,356
KAF4591715.1,XP_008598739.1,0,827,0,827
KAF4591717.1,XP_008598736.1,1.78E-166,507,2.86E-154,475
KAF4591718.1,XP_008598735.1,2.68E-156,456,9.52E-145,426
KAF4591719.1,XP_008598734.1,1.61E-157,433,1.14E-157,433
KAF4591720.1,XP_008598733.1,7.53E-70,202,5.43E-70,202
KAF4591721.1,XP_008598732.1,0,634,0,612
KAF4591722.1,XP_008596726.1,0,778,0,771
KAF4591723.1,XP_008596732.1,0,577,0,600
KAF4591724.1,XP_008596733.1,0,1422,0,1426
KAF4591725.1,XP_008596734.1,2.56E-43,137,4.02E-44,139
KAF4591726.1,XP_008596756.1,1.81E-127,375,8.65E-135,394
KAF4591727.1,XP_008594331.1,3.83E-120,361,6.72E-117,352
KAF4591730.1,XP_008602567.1,1.13E-107,315,2.84E-125,359
KAF4591731.1,XP_008602566.1,4.80E-68,199,3.22E-68,199
KAF4591733.1,XP_008602563.1,0,790,0,802
KAF4591735.1,XP_008602561.1,2.90E-81,254,2.63E-86,267
KAF4591736.1,XP_008602560.1,3.17E-138,398,8.28E-133,384
KAF4591737.1,XP_008602559.1,0,625,0,607
KAF4591739.1,XP_008602556.1,0,1120,0,1076
KAF4591740.1,XP_008602555.1,1.48E-23,84,2.69E-27,93.2
KAF4591741.1,XP_008602554.1,0,1278,0,1262
KAF4591742.1,XP_008602553.1,2.81E-152,442,2.46E-143,419
KAF4591743.1,XP_008602552.1,8.20E-177,503,4.67E-178,505
KAF4591744.1,XP_008602547.1,5.03E-137,389,6.46E-133,378
KAF4591746.1,XP_008602544.1,0,738,0,738
KAF4591748.1,XP_008598010.1,1.37E-74,227,1.68E-77,234
KAF4591749.1,XP_008598011.1,0,743,0,740
KAF4591752.1,XP_008598015.1,4.04E-108,312,3.07E-108,312
KAF4591753.1,XP_008598014.1,2.41E-81,244,1.06E-77,234
KAF4591754.1,XP_008598013.1,9.28E-90,269,1.78E-101,298
KAF4591755.1,XP_008598006.1,0,726,0,728
KAF4591757.1,XP_008598000.1,1.62E-84,253,1.19E-84,253
KAF4591758.1,XP_008597990.1,3.99E-151,419,2.82E-151,419
KAF4591759.1,XP_008597989.1,5.22E-97,295,4.68E-99,300
KAF4591760.1,XP_008597986.1,0,1588,0,1611
KAF4591761.1,XP_008597985.1,2.79E-118,331,1.96E-118,331
KAF4591762.1,XP_008597984.1,0,653,0,664
KAF4591763.1,XP_008593502.1,4.60E-178,508,6.42E-163,470
KAF4591764.1,XP_008598075.1,0,573,0,588
KAF4591765.1,XP_008598076.1,0,994,0,986
KAF4591766.1,XP_008598077.1,5.88E-157,439,1.87E-148,417
KAF4591767.1,XP_008598078.1,1.17E-166,466,8.40E-167,466
KAF4591770.1,XP_008598032.1,0,801,0,822
KAF4591772.1,XP_008598034.1,3.39E-157,442,2.80E-153,432
KAF4591775.1,XP_008598037.1,4.69E-40,125,3.24E-40,125
KAF4591782.1,XP_008595778.1,2.83E-71,213,2.02E-71,213
KAF4591784.1,XP_008598074.1,4.97E-101,290,3.41E-101,290
KAF4591788.1,XP_008598116.1,1.61E-118,335,2.71E-113,321
KAF4591789.1,XP_008598134.1,4.36E-50,162,5.49E-53,169
KAF4591790.1,XP_008598132.1,6.50E-158,476,7.67E-161,482
KAF4591791.1,XP_008598131.1,4.20E-168,478,7.34E-178,503
KAF4591793.1,XP_008597254.1,1.73E-38,127,4.67E-38,126
KAF4591796.1,XP_008598129.1,0,785,0,794
KAF4591797.1,XP_008598128.1,7.44E-105,299,5.29E-105,299
KAF4591799.1,XP_008598127.1,1.36E-87,284,1.31E-86,281
KAF4591800.1,XP_008598126.1,1.90E-101,307,8.55E-111,331
KAF4591803.1,XP_008598124.1,0,966,0,958
KAF4591804.1,XP_008598123.1,1.09E-145,431,2.64E-142,422
KAF4591805.1,XP_008598122.1,9.07E-59,189,2.06E-58,188
KAF4591806.1,XP_008598121.1,3.29E-96,276,1.69E-96,276
KAF4591807.1,XP_008598120.1,2.53E-82,236,1.79E-82,236
KAF4591808.1,XP_008598119.1,8.99E-30,108,7.50E-32,114
KAF4591809.1,XP_008598118.1,0,544,1.06E-179,519
KAF4591810.1,XP_008598117.1,5.36E-22,85.9,7.92E-22,85.1
KAF4591811.1,XP_008598135.1,0,886,0,886
KAF4591812.1,XP_008598136.1,9.96E-65,197,2.35E-67,203
KAF4591813.1,XP_008598137.1,1.27E-95,290,3.14E-94,285
KAF4591814.1,XP_008598050.1,0,646,0,611
KAF4591815.1,XP_008598051.1,1.38E-132,377,2.00E-133,379
KAF4591816.1,XP_008598052.1,1.34E-42,133,9.69E-43,133
KAF4591817.1,XP_008598053.1,0,726,0,711
KAF4591818.1,XP_008598054.1,0,514,0,516
KAF4591820.1,XP_008598676.1,3.59E-70,214,2.72E-68,209
KAF4591821.1,XP_008598674.1,3.83E-38,122,2.89E-38,122
KAF4591822.1,XP_008598671.1,1.19E-30,108,1.71E-35,120
KAF4591823.1,XP_008598670.1,2.18E-45,140,1.82E-45,140
KAF4591824.1,XP_008598059.1,3.64E-127,366,7.84E-116,337
KAF4591825.1,XP_008598058.1,0,1510,0,1485
KAF4591826.1,XP_008598055.1,7.99E-76,228,5.54E-75,224
KAF4591828.1,XP_008598681.1,0,628,0,638
KAF4591829.1,XP_008598683.1,0,664,0,682
KAF4591830.1,XP_008601531.1,3.74E-35,125,3.51E-37,130
KAF4591831.1,XP_008601530.1,2.96E-85,251,2.76E-85,251
KAF4591832.1,XP_008601529.1,0,809,0,843
KAF4591833.1,XP_008601528.1,0,581,0,594
KAF4591834.1,XP_008601527.1,0,621,0,642
KAF4591837.1,XP_008601525.1,7.25E-66,201,1.71E-67,204
KAF4591838.1,XP_008601524.1,3.80E-160,476,1.77E-166,492
KAF4591839.1,XP_008596524.1,4.90E-142,427,6.60E-133,404
KAF4591840.1,XP_008600448.1,1.17E-118,363,4.16E-118,362
KAF4591843.1,XP_008597146.1,0,530,0,530
KAF4591844.1,XP_008597147.1,0,733,0,733
KAF4591845.1,XP_008593380.1,0,783,0,758
KAF4591846.1,XP_008602626.1,0,509,0,509
KAF4591847.1,XP_008602627.1,0,662,0,662
KAF4591848.1,XP_008602628.1,4.32E-87,250,4.79E-93,265
KAF4591849.1,XP_008602629.1,5.55E-67,197,4.16E-67,197
KAF4591850.1,XP_008602630.1,5.33E-103,332,9.56E-101,325
KAF4591851.1,XP_008602631.1,0,1954,0,1915
KAF4591853.1,XP_008602635.1,0,572,0,593
KAF4591854.1,XP_008602640.1,0,647,0,647
KAF4591855.1,XP_008602639.1,0,667,0,672
KAF4591859.1,XP_008599341.1,0,927,0,927
