"start","end","attributes_robin","attributes_ncbi"
116,1058,"Ophio5|1","XA68_10000"
2026,3546,"Ophio5|4819","XA68_14795"
6000,9563,"Ophio5|4820","XA68_14796"
11046,12596,"Ophio5|4821","XA68_14797"
14839,15225,"Ophio5|4822","XA68_14798"
15907,19255,"Ophio5|4823","XA68_14799"
832,1617,"Ophio5|4824","XA68_14800"
3105,4208,"Ophio5|4825","XA68_14801"
4952,5318,"Ophio5|4826","XA68_14802"
6502,7998,"Ophio5|4827","XA68_14803"
9037,10086,"Ophio5|4828","XA68_14804"
12054,14002,"Ophio5|4829","XA68_14805"
14801,15703,"Ophio5|4830","XA68_14806"
17151,17509,"Ophio5|4831","XA68_14807"
1386,4978,"Ophio5|4832","XA68_14808"
5217,6079,"Ophio5|4833","XA68_14809"
9547,10185,"Ophio5|4834","XA68_14810"
11151,11913,"Ophio5|4835","XA68_14811"
13358,14032,"Ophio5|4836","XA68_14812"
15659,18658,"Ophio5|4837","XA68_14813"
19645,19935,"Ophio5|4838","XA68_14814"
568,2309,"Ophio5|4839","XA68_14815"
3284,7783,"Ophio5|4840","XA68_14816"
7922,8542,"Ophio5|4841","XA68_14817"
10276,12138,"Ophio5|4842","XA68_14818"
12854,14215,"Ophio5|4843","XA68_14819"
16258,19728,"Ophio5|4844","XA68_14820"
21565,22495,"Ophio5|4845","XA68_14821"
22621,24161,"Ophio5|4846","XA68_14822"
24597,25840,"Ophio5|4847","XA68_14823"
26212,27141,"Ophio5|4848","XA68_14824"
28833,29416,"Ophio5|4849","XA68_14825"
29601,30216,"Ophio5|4850","XA68_14826"
31265,32269,"Ophio5|4851","XA68_14827"
35195,35866,"Ophio5|4852","XA68_14828"
36899,37969,"Ophio5|4853","XA68_14829"
39131,39806,"Ophio5|4854","XA68_14830"
39889,41655,"Ophio5|4855","XA68_14831"
41931,42882,"Ophio5|4856","XA68_14832"
43009,43311,"Ophio5|4857","XA68_14833"
43941,45860,"Ophio5|4858","XA68_14834"
45991,46705,"Ophio5|4859","XA68_14835"
47093,47698,"Ophio5|4860","XA68_14836"
48472,50046,"Ophio5|4861","XA68_14837"
50115,51079,"Ophio5|4862","XA68_14838"
52277,55837,"Ophio5|4863","XA68_14839"
56836,57967,"Ophio5|4864","XA68_14840"
58989,62285,"Ophio5|4865","XA68_14841"
63530,63766,"Ophio5|4866","XA68_14842"
618,1453,"Ophio5|4867","XA68_14843"
3276,7018,"Ophio5|4868","XA68_14844"
7402,9586,"Ophio5|4869","XA68_14845"
10357,11045,"Ophio5|4870","XA68_14846"
12499,15030,"Ophio5|4871","XA68_14847"
15427,16153,"Ophio5|4872","XA68_14848"
17317,19672,"Ophio5|4873","XA68_14849"
2302,4008,"Ophio5|4874","XA68_14850"
5315,5841,"Ophio5|4875","XA68_14851"
7394,9974,"Ophio5|4876","XA68_14852"
11387,12421,"Ophio5|4877","XA68_14853"
13051,15209,"Ophio5|4878","XA68_14854"
15992,18307,"Ophio5|4879","XA68_14855"
18851,19968,"Ophio5|4880","XA68_14856"
40,961,"Ophio5|4881","XA68_14857"
1105,1856,"Ophio5|4882","XA68_14858"
9553,10983,"Ophio5|4883","XA68_14859"
11822,12730,"Ophio5|4884","XA68_14860"
12907,14857,"Ophio5|4885","XA68_14861"
15695,16894,"Ophio5|4886","XA68_14862"
16999,17347,"Ophio5|4887","XA68_14863"
17802,19845,"Ophio5|4888","XA68_14864"
762,3776,"Ophio5|4889","XA68_14865"
4200,6229,"Ophio5|4890","XA68_14866"
6862,8502,"Ophio5|4891","XA68_14867"
8805,12809,"Ophio5|4892","XA68_14868"
13307,16028,"Ophio5|4893","XA68_14869"
727,3993,"Ophio5|4894","XA68_14870"
4398,4995,"Ophio5|4895","XA68_14871"
5113,6110,"Ophio5|4896","XA68_14872"
6583,7061,"Ophio5|4897","XA68_14873"
7086,7615,"Ophio5|4898","XA68_14874"
10510,14143,"Ophio5|4899","XA68_14875"
14687,15481,"Ophio5|4900","XA68_14876"
16128,17946,"Ophio5|4901","XA68_14877"
18303,19558,"Ophio5|4902","XA68_14878"
1084,2258,"Ophio5|4903","XA68_14879"
3360,6780,"Ophio5|4904","XA68_14880"
7599,8025,"Ophio5|4905","XA68_14881"
8150,11153,"Ophio5|4906","XA68_14882"
11444,12590,"Ophio5|4907","XA68_14883"
13468,14397,"Ophio5|4908","XA68_14884"
15538,19143,"Ophio5|4909","XA68_14885"
349,1731,"Ophio5|4910","XA68_14886"
2281,4926,"Ophio5|4911","XA68_14887"
5267,5857,"Ophio5|4912","XA68_14888"
6275,7322,"Ophio5|4913","XA68_14889"
7678,8128,"Ophio5|4914","XA68_14890"
9987,11472,"Ophio5|4915","XA68_14891"
12337,16382,"Ophio5|4916","XA68_14892"
16715,18229,"Ophio5|4917","XA68_14893"
1910,3239,"Ophio5|4918","XA68_14894"
3319,4058,"Ophio5|4919","XA68_14895"
4760,6700,"Ophio5|4920","XA68_14896"
7813,8613,"Ophio5|4921","XA68_14897"
9116,9505,"Ophio5|4922","XA68_14898"
10009,11657,"Ophio5|4923","XA68_14899"
11918,12837,"Ophio5|4924","XA68_14900"
13141,13753,"Ophio5|4925","XA68_14901"
15476,18571,"Ophio5|4926","XA68_14902"
478,2084,"Ophio5|4927","XA68_14903"
2641,4212,"Ophio5|4928","XA68_14904"
4628,7051,"Ophio5|4929","XA68_14905"
7820,8552,"Ophio5|4930","XA68_14906"
8911,9748,"Ophio5|4931","XA68_14907"
9884,10570,"Ophio5|4932","XA68_14908"
11424,13104,"Ophio5|4933","XA68_14909"
13455,15096,"Ophio5|4934","XA68_14910"
16678,18791,"Ophio5|4935","XA68_14911"
902,3172,"Ophio5|4936","XA68_14912"
3636,4885,"Ophio5|4937","XA68_14913"
5047,6170,"Ophio5|4938","XA68_14914"
6521,7254,"Ophio5|4939","XA68_14915"
7754,10217,"Ophio5|4940","XA68_14916"
10531,12208,"Ophio5|4941","XA68_14917"
12518,13020,"Ophio5|4942","XA68_14918"
14009,14701,"Ophio5|4943","XA68_14919"
1540,4083,"Ophio5|4944","XA68_14920"
5098,6948,"Ophio5|4945","XA68_14921"
8479,8979,"Ophio5|4946","XA68_14922"
9271,11316,"Ophio5|4947","XA68_14923"
11605,14288,"Ophio5|4948","XA68_14924"
14760,19017,"Ophio5|4949","XA68_14925"
20736,21673,"Ophio5|4950","XA68_14926"
21815,22544,"Ophio5|4951","XA68_14927"
23016,23736,"Ophio5|4952","XA68_14928"
23766,24187,"Ophio5|4953","XA68_14929"
27427,29267,"Ophio5|4954","XA68_14930"
29808,32072,"Ophio5|4955","XA68_14931"
32795,34258,"Ophio5|4956","XA68_14932"
34885,35667,"Ophio5|4957","XA68_14933"
36054,36994,"Ophio5|4958","XA68_14934"
38694,40174,"Ophio5|4959","XA68_14935"
40561,42475,"Ophio5|4960","XA68_14936"
42818,43906,"Ophio5|4961","XA68_14937"
43939,45543,"Ophio5|4962","XA68_14938"
48084,48707,"Ophio5|4963","XA68_14939"
49551,50063,"Ophio5|4964","XA68_14940"
50322,50819,"Ophio5|4965","XA68_14941"
51366,52102,"Ophio5|4966","XA68_14942"
52753,54642,"Ophio5|4967","XA68_14943"
57512,59171,"Ophio5|4968","XA68_14944"
59831,62522,"Ophio5|4969","XA68_14945"
63420,64304,"Ophio5|4970","XA68_14946"
64589,68533,"Ophio5|4971","XA68_14947"
69469,74020,"Ophio5|4972","XA68_14948"
74529,76337,"Ophio5|4973","XA68_14949"
77399,80996,"Ophio5|4974","XA68_14950"
82722,85994,"Ophio5|4975","XA68_14951"
86652,87161,"Ophio5|4976","XA68_14952"
87191,87901,"Ophio5|4977","XA68_14953"
88838,91474,"Ophio5|4978","XA68_14954"
91674,92422,"Ophio5|4979","XA68_14955"
92531,93515,"Ophio5|4980","XA68_14956"
93860,95761,"Ophio5|4981","XA68_14957"
97652,98364,"Ophio5|4982","XA68_14958"
104972,107314,"Ophio5|4983","XA68_14959"
107848,109020,"Ophio5|4984","XA68_14960"
109625,110266,"Ophio5|4985",NA
109764,110408,"Ophio5|4986","XA68_14961"
111563,113670,"Ophio5|4987","XA68_14962"
113869,114864,"Ophio5|4988","XA68_14963"
240,1459,"Ophio5|4989","XA68_14964"
1698,2996,"Ophio5|4990","XA68_14965"
3983,7130,"Ophio5|4991","XA68_14966"
10282,10812,"Ophio5|4992","XA68_14967"
14171,15549,"Ophio5|4993","XA68_14968"
15888,17050,"Ophio5|4994","XA68_14969"
16396,16991,"Ophio5|4995",NA
17839,19962,"Ophio5|4996","XA68_14970"
20416,21353,"Ophio5|4997","XA68_14971"
21657,21920,"Ophio5|4998","XA68_14972"
23249,27973,"Ophio5|4999","XA68_14973"
29422,31406,"Ophio5|5000","XA68_14974"
34244,36250,"Ophio5|5001","XA68_14975"
37529,38261,"Ophio5|5002","XA68_14976"
38748,39765,"Ophio5|5003","XA68_14977"
40473,43049,"Ophio5|5004","XA68_14978"
44006,45133,"Ophio5|5005","XA68_14979"
47883,49079,"Ophio5|5006","XA68_14980"
52243,52557,"Ophio5|5007","XA68_14981"
53985,54920,"Ophio5|5008","XA68_14982"
56324,56894,"Ophio5|5009","XA68_14983"
57225,62324,"Ophio5|5010","XA68_14984"
2767,4454,"Ophio5|5011","XA68_14985"
5430,6425,"Ophio5|5012","XA68_14986"
6697,7656,"Ophio5|5013","XA68_14987"
8044,11158,"Ophio5|5014","XA68_14988"
11848,12949,"Ophio5|5015","XA68_14989"
13170,13904,"Ophio5|5016","XA68_14990"
15316,16258,"Ophio5|5017","XA68_14991"
16,5117,"Ophio5|5018","XA68_14992"
5554,7059,"Ophio5|5019","XA68_14993"
7761,9152,"Ophio5|5020","XA68_14994"
9499,10509,"Ophio5|5021","XA68_14995"
10568,11207,"Ophio5|5022","XA68_14996"
11552,13476,"Ophio5|5023","XA68_14997"
14430,18143,"Ophio5|5024","XA68_14998"
60,1154,"Ophio5|5025","XA68_14999"
2101,2559,"Ophio5|5026","XA68_15000"
3861,4829,"Ophio5|5027","XA68_15001"
5290,7491,"Ophio5|5028","XA68_15002"
8124,10684,"Ophio5|5029","XA68_15003"
10794,11285,"Ophio5|5030","XA68_15004"
11495,12625,"Ophio5|5031","XA68_15005"
12636,13260,"Ophio5|5032","XA68_15006"
14918,16315,"Ophio5|5033","XA68_15007"
43,288,"Ophio5|5034","XA68_15008"
742,2359,"Ophio5|5035","XA68_15009"
2994,4527,"Ophio5|5036","XA68_15010"
5931,9553,"Ophio5|5037","XA68_15011"
9676,11818,"Ophio5|5038","XA68_15012"
12138,13390,"Ophio5|5039","XA68_15013"
13911,15071,"Ophio5|5040","XA68_15014"
15867,16435,"Ophio5|5041","XA68_15015"
16904,18147,"Ophio5|5042","XA68_15016"
624,3327,"Ophio5|5043","XA68_15017"
3373,3576,"Ophio5|5044","XA68_15018"
4527,5480,"Ophio5|5045","XA68_15019"
5543,6440,"Ophio5|5046","XA68_15020"
7220,7941,"Ophio5|5047","XA68_15021"
7980,12831,"Ophio5|5048","XA68_15022"
13472,14911,"Ophio5|5049","XA68_15023"
16872,17488,"Ophio5|5050","XA68_15024"
1332,2486,"Ophio5|5051","XA68_15025"
3819,4839,"Ophio5|5052","XA68_15026"
6247,7572,"Ophio5|5053","XA68_15027"
8630,9391,"Ophio5|5054","XA68_15028"
11269,12668,"Ophio5|5055","XA68_15029"
15370,16533,"Ophio5|5056","XA68_15030"
17585,18016,"Ophio5|5057","XA68_15031"
411,2715,"Ophio5|5058","XA68_15032"
3620,3955,"Ophio5|5059","XA68_15033"
5074,5745,"Ophio5|5060","XA68_15034"
6685,18349,"Ophio5|5061","XA68_15035"
1050,2048,"Ophio5|5062",NA
2476,4289,"Ophio5|5063",NA
6023,8047,"Ophio5|5064",NA
8356,8889,"Ophio5|5065",NA
9607,10038,"Ophio5|5066",NA
10874,12205,"Ophio5|5067",NA
12603,12982,"Ophio5|5068",NA
13031,14599,"Ophio5|5069",NA
15134,16173,"Ophio5|5070",NA
17210,17906,"Ophio5|5071",NA
18211,18900,"Ophio5|5072",NA
1360,2937,"Ophio5|5073","XA68_15047"
4318,6317,"Ophio5|5074","XA68_15048"
7332,11802,"Ophio5|5075","XA68_15049"
13824,15034,"Ophio5|5076","XA68_15050"
15428,16996,"Ophio5|5077","XA68_15051"
17353,18666,"Ophio5|5078","XA68_15052"
382,1056,"Ophio5|5079","XA68_15053"
1616,2628,"Ophio5|5080","XA68_15054"
3304,4625,"Ophio5|5081","XA68_15055"
5371,12037,"Ophio5|5082","XA68_15056"
13404,15263,"Ophio5|5083","XA68_15057"
16696,18871,"Ophio5|5084","XA68_15058"
662,3303,"Ophio5|5085","XA68_15059"
4654,6418,"Ophio5|5086","XA68_15060"
6716,7656,"Ophio5|5087","XA68_15061"
7949,10591,"Ophio5|5088","XA68_15062"
10605,12136,"Ophio5|5089","XA68_15063"
12358,13894,"Ophio5|5090","XA68_15064"
14564,15094,"Ophio5|5091","XA68_15065"
15792,16595,"Ophio5|5092","XA68_15066"
17678,18226,"Ophio5|5093","XA68_15067"
18269,19294,"Ophio5|5094","XA68_15068"
19709,21784,"Ophio5|5095","XA68_15069"
22687,23891,"Ophio5|5096","XA68_15070"
28283,30747,"Ophio5|5097","XA68_15071"
31207,31626,"Ophio5|5098","XA68_15072"
31760,32168,"Ophio5|5099","XA68_15073"
32351,33201,"Ophio5|5100","XA68_15074"
33780,34593,"Ophio5|5101","XA68_15075"
34990,36667,"Ophio5|5102","XA68_15076"
37091,39183,"Ophio5|5103","XA68_15077"
39575,40402,"Ophio5|5104","XA68_15078"
41006,43724,"Ophio5|5105","XA68_15079"
44372,46698,"Ophio5|5106","XA68_15080"
48535,52177,"Ophio5|5107","XA68_15081"
52959,55578,"Ophio5|5108","XA68_15082"
56109,57385,"Ophio5|5109","XA68_15083"
57672,58547,"Ophio5|5110","XA68_15084"
58768,60261,"Ophio5|5111","XA68_15085"
714,2601,"Ophio5|5112","XA68_15086"
3011,4481,"Ophio5|5113","XA68_15087"
4699,5412,"Ophio5|5114","XA68_15088"
5783,7140,"Ophio5|5115","XA68_15089"
8738,9728,"Ophio5|5116","XA68_15090"
10248,11458,"Ophio5|5117","XA68_15091"
11543,12349,"Ophio5|5118","XA68_15092"
12679,14017,"Ophio5|5119","XA68_15093"
14506,15201,"Ophio5|5120","XA68_15094"
611,1592,"Ophio5|5121","XA68_15095"
1782,2121,"Ophio5|5122","XA68_15096"
2139,3355,"Ophio5|5123","XA68_15097"
3639,5401,"Ophio5|5124","XA68_15098"
7088,7706,"Ophio5|5125","XA68_15099"
9472,10300,"Ophio5|5126","XA68_15100"
10634,11274,"Ophio5|5127","XA68_15101"
13389,15533,"Ophio5|5128","XA68_15102"
15904,16194,"Ophio5|5129","XA68_15103"
59,2009,"Ophio5|5130","XA68_15104"
2034,3133,"Ophio5|5131","XA68_15105"
4299,6678,"Ophio5|5132","XA68_15106"
7305,8729,"Ophio5|5133","XA68_15107"
9116,10110,"Ophio5|5134","XA68_15108"
10481,12161,"Ophio5|5135","XA68_15109"
12868,14265,"Ophio5|5136","XA68_15110"
14860,15897,"Ophio5|5137","XA68_15111"
16672,17613,"Ophio5|5138","XA68_15112"
1229,1960,"Ophio5|5139","XA68_15113"
2145,3279,"Ophio5|5140","XA68_15114"
3627,4026,"Ophio5|5141","XA68_15115"
4862,5512,"Ophio5|5142","XA68_15116"
5956,7113,"Ophio5|5143","XA68_15117"
7562,11166,"Ophio5|5144","XA68_15118"
11482,12523,"Ophio5|5145","XA68_15119"
13101,13970,"Ophio5|5146","XA68_15120"
14674,15890,"Ophio5|5147","XA68_15121"
17088,18638,"Ophio5|5148","XA68_15122"
334,582,"Ophio5|5149","XA68_15123"
1330,3660,"Ophio5|5150","XA68_15124"
6472,6992,"Ophio5|5151","XA68_15125"
7588,10633,"Ophio5|5152","XA68_15126"
11081,12157,"Ophio5|5153","XA68_15127"
12457,13518,"Ophio5|5154","XA68_15128"
13928,14821,"Ophio5|5155","XA68_15129"
15226,18708,"Ophio5|5156","XA68_15130"
289,1247,"Ophio5|5157","XA68_15131"
1474,4075,"Ophio5|5158","XA68_15132"
4391,5755,"Ophio5|5159","XA68_15133"
6116,9406,"Ophio5|5160","XA68_15134"
10595,11344,"Ophio5|5161",NA
10721,14874,"Ophio5|5162","XA68_15135"
16388,18269,"Ophio5|5163","XA68_15136"
115,462,"Ophio5|5164","XA68_15137"
556,3387,"Ophio5|5165","XA68_15138"
4161,5486,"Ophio5|5166","XA68_15139"
6125,7739,"Ophio5|5167","XA68_15140"
9091,9794,"Ophio5|5168","XA68_15141"
9854,13252,"Ophio5|5169","XA68_15142"
15261,15848,"Ophio5|5170","XA68_15143"
16743,18195,"Ophio5|5171","XA68_15144"
892,3612,"Ophio5|5172","XA68_15145"
3941,5926,"Ophio5|5173","XA68_15146"
7358,8263,"Ophio5|5174","XA68_15147"
10057,15088,"Ophio5|5175","XA68_15148"
15263,16380,"Ophio5|5176","XA68_15149"
16458,18428,"Ophio5|5177","XA68_15150"
368,1021,"Ophio5|5178","XA68_15151"
1233,2984,"Ophio5|5179","XA68_15152"
4457,5113,"Ophio5|5180","XA68_15153"
5320,6533,"Ophio5|5181","XA68_15154"
8092,10863,"Ophio5|5182","XA68_15155"
12041,13225,"Ophio5|5183","XA68_15156"
14043,15986,"Ophio5|5184","XA68_15157"
15993,16490,"Ophio5|5185","XA68_15158"
4088,4621,"Ophio5|5186","XA68_15159"
4646,6513,"Ophio5|5187","XA68_15160"
8261,10728,"Ophio5|5188","XA68_15161"
12674,15111,"Ophio5|5189","XA68_15162"
15308,15574,"Ophio5|5190","XA68_15163"
16035,17131,"Ophio5|5191","XA68_15164"
17505,18236,"Ophio5|5192","XA68_15165"
1450,3942,"Ophio5|5193","XA68_15166"
5367,7782,"Ophio5|5194","XA68_15167"
8224,9498,"Ophio5|5195","XA68_15168"
10371,12048,"Ophio5|5196","XA68_15169"
12714,16135,"Ophio5|5197","XA68_15170"
16727,18422,"Ophio5|5198","XA68_15171"
18882,19409,"Ophio5|5199","XA68_15172"
19691,23293,"Ophio5|5200","XA68_15173"
23991,26456,"Ophio5|5201","XA68_15174"
27064,29469,"Ophio5|5202","XA68_15175"
31250,33431,"Ophio5|5203","XA68_15176"
33811,34181,"Ophio5|5204","XA68_15177"
34524,36921,"Ophio5|5205","XA68_15178"
37249,37844,"Ophio5|5206","XA68_15179"
38079,39566,"Ophio5|5207","XA68_15180"
40824,42278,"Ophio5|5208","XA68_15181"
42862,43329,"Ophio5|5209","XA68_15182"
43866,46677,"Ophio5|5210","XA68_15183"
46863,48364,"Ophio5|5211","XA68_15184"
48537,49952,"Ophio5|5212","XA68_15185"
50297,54994,"Ophio5|5213","XA68_15186"
55909,59033,"Ophio5|5214","XA68_15187"
59624,60877,"Ophio5|5215","XA68_15188"
1438,2838,"Ophio5|5216","XA68_15189"
3168,6332,"Ophio5|5217","XA68_15190"
6769,8071,"Ophio5|5218","XA68_15191"
8872,9272,"Ophio5|5219","XA68_15192"
9811,10851,"Ophio5|5220","XA68_15193"
12753,13735,"Ophio5|5221","XA68_15194"
14662,18470,"Ophio5|5222","XA68_15195"
437,3603,"Ophio5|5223","XA68_15196"
3633,4687,"Ophio5|5224","XA68_15197"
4812,5293,"Ophio5|5225","XA68_15198"
5524,6095,"Ophio5|5226","XA68_15199"
6585,8991,"Ophio5|5227","XA68_15200"
10055,12259,"Ophio5|5228","XA68_15201"
14016,15673,"Ophio5|5229","XA68_15202"
16504,18300,"Ophio5|5230","XA68_15203"
2086,2337,"Ophio5|5231","XA68_15204"
2643,3263,"Ophio5|5232","XA68_15205"
4708,5983,"Ophio5|5233","XA68_15206"
6788,8164,"Ophio5|5234","XA68_15207"
8277,10893,"Ophio5|5235","XA68_15208"
11083,11882,"Ophio5|5236","XA68_15209"
12320,14520,"Ophio5|5237","XA68_15210"
15108,17910,"Ophio5|5238","XA68_15211"
337,3110,"Ophio5|5239","XA68_15212"
5338,7013,"Ophio5|5240","XA68_15213"
7329,8078,"Ophio5|5241","XA68_15214"
8198,9840,"Ophio5|5242","XA68_15215"
12568,14463,"Ophio5|5243","XA68_15216"
15429,18317,"Ophio5|5244","XA68_15217"
100,318,"Ophio5|5245","XA68_15218"
2170,4500,"Ophio5|5246","XA68_15219"
6509,9182,"Ophio5|5247","XA68_15220"
9622,10693,"Ophio5|5248","XA68_15221"
15443,15937,"Ophio5|5249","XA68_15222"
16525,17016,"Ophio5|5250","XA68_15223"
31,2664,"Ophio5|5251","XA68_15224"
2738,4099,"Ophio5|5252","XA68_15225"
6394,8895,"Ophio5|5253","XA68_15226"
9175,10594,"Ophio5|5254","XA68_15227"
11363,11899,"Ophio5|5255","XA68_15228"
12304,13450,"Ophio5|5256","XA68_15229"
14191,14795,"Ophio5|5257","XA68_15230"
14833,15237,"Ophio5|5258","XA68_15231"
16436,17269,"Ophio5|5259","XA68_15232"
1332,2760,"Ophio5|5260","XA68_15233"
3244,4487,"Ophio5|5261","XA68_15234"
5039,6545,"Ophio5|5262","XA68_15235"
8411,9204,"Ophio5|5263","XA68_15236"
9302,10286,"Ophio5|5264","XA68_15237"
10522,11244,"Ophio5|5265","XA68_15238"
11644,12260,"Ophio5|5266","XA68_15239"
12326,13949,"Ophio5|5267","XA68_15240"
14096,16391,"Ophio5|5268","XA68_15241"
16950,18027,"Ophio5|5269","XA68_15242"
972,1415,"Ophio5|5270","XA68_15243"
2467,4253,"Ophio5|5271","XA68_15244"
4943,6492,"Ophio5|5272","XA68_15245"
7630,11501,"Ophio5|5273","XA68_15246"
12593,14948,"Ophio5|5274","XA68_15247"
16866,17833,"Ophio5|5275","XA68_15248"
411,8543,"Ophio5|5276","XA68_15249"
8973,9531,"Ophio5|5277","XA68_15250"
9889,10650,"Ophio5|5278","XA68_15251"
13730,14531,"Ophio5|5279","XA68_15252"
16156,18126,"Ophio5|5280","XA68_15253"
496,3533,"Ophio5|5281","XA68_15254"
6575,10106,"Ophio5|5282","XA68_15255"
10417,11377,"Ophio5|5283","XA68_15256"
11661,12773,"Ophio5|5284","XA68_15257"
12857,13854,"Ophio5|5285","XA68_15258"
14272,18173,"Ophio5|5286","XA68_15259"
483,1445,"Ophio5|5287","XA68_15260"
1977,4813,"Ophio5|5288","XA68_15261"
4873,5467,"Ophio5|5289","XA68_15262"
7056,8896,"Ophio5|5290","XA68_15263"
9731,10998,"Ophio5|5291","XA68_15264"
11554,12728,"Ophio5|5292","XA68_15265"
12772,14194,"Ophio5|5293","XA68_15266"
14643,15721,"Ophio5|5294","XA68_15267"
16299,19718,"Ophio5|5295","XA68_15268"
20081,21525,"Ophio5|5296","XA68_15269"
21813,22703,"Ophio5|5297","XA68_15270"
23254,26495,"Ophio5|5298","XA68_15271"
26799,27668,"Ophio5|5299","XA68_15272"
28047,29227,"Ophio5|5300","XA68_15273"
30720,33189,"Ophio5|5301","XA68_15274"
34682,37233,"Ophio5|5302","XA68_15275"
37671,39344,"Ophio5|5303","XA68_15276"
40163,42625,"Ophio5|5304","XA68_15277"
45499,46658,"Ophio5|5305","XA68_15278"
53141,56122,"Ophio5|5306","XA68_15279"
56867,58287,"Ophio5|5307","XA68_15280"
58826,59384,"Ophio5|5308","XA68_15281"
59618,61155,"Ophio5|5309","XA68_15282"
298,3850,"Ophio5|5310","XA68_15283"
3983,4539,"Ophio5|5311","XA68_15284"
5509,6400,"Ophio5|5312","XA68_15285"
7034,8257,"Ophio5|5313","XA68_15286"
8848,9622,"Ophio5|5314","XA68_15287"
9990,10645,"Ophio5|5315","XA68_15288"
11975,13681,"Ophio5|5316","XA68_15289"
13984,14491,"Ophio5|5317","XA68_15290"
15017,16086,"Ophio5|5318","XA68_15291"
16600,17525,"Ophio5|5319","XA68_15292"
1325,3327,"Ophio5|5320","XA68_15293"
5400,7026,"Ophio5|5321","XA68_15294"
7542,9100,"Ophio5|5322","XA68_15295"
9892,13823,"Ophio5|5323","XA68_15296"
1345,5142,"Ophio5|5324","XA68_15297"
5812,8213,"Ophio5|5325",NA
8727,9835,"Ophio5|5326","XA68_15298"
10545,10855,"Ophio5|5327","XA68_15299"
15526,16909,"Ophio5|5328","XA68_15300"
2895,3407,"Ophio5|5329","XA68_15301"
3121,4764,"Ophio5|5330",NA
6741,7058,"Ophio5|5331","XA68_15302"
7240,9829,"Ophio5|5332","XA68_15303"
10715,11311,"Ophio5|5333","XA68_15304"
11753,13011,"Ophio5|5334","XA68_15305"
13342,14271,"Ophio5|5335","XA68_15306"
14888,15490,"Ophio5|5336","XA68_15307"
16712,18037,"Ophio5|5337","XA68_15308"
775,2775,"Ophio5|5338","XA68_15309"
2935,3283,"Ophio5|5339","XA68_15310"
3347,7179,"Ophio5|5340","XA68_15311"
8152,9669,"Ophio5|5341","XA68_15312"
11444,13312,"Ophio5|5342","XA68_15313"
14831,15718,"Ophio5|5343","XA68_15314"
1731,2505,"Ophio5|5344","XA68_15315"
4825,6924,"Ophio5|5345","XA68_15316"
7399,8643,"Ophio5|5346","XA68_15317"
9033,9404,"Ophio5|5347","XA68_15318"
10159,11541,"Ophio5|5348","XA68_15319"
11895,12914,"Ophio5|5349","XA68_15320"
13348,15361,"Ophio5|5350","XA68_15321"
15473,16286,"Ophio5|5351","XA68_15322"
160,2518,"Ophio5|5352","XA68_15323"
3261,4420,"Ophio5|5353","XA68_15324"
4954,5761,"Ophio5|5354","XA68_15325"
6627,7197,"Ophio5|5355","XA68_15326"
7754,10214,"Ophio5|5356","XA68_15327"
11298,11839,"Ophio5|5357","XA68_15328"
12161,13120,"Ophio5|5358","XA68_15329"
15086,15423,"Ophio5|5359","XA68_15330"
372,788,"Ophio5|5360","XA68_15331"
949,2699,"Ophio5|5361","XA68_15332"
3477,4883,"Ophio5|5362","XA68_15333"
5309,7342,"Ophio5|5363","XA68_15334"
7984,8937,"Ophio5|5364","XA68_15335"
9350,10342,"Ophio5|5365","XA68_15336"
10707,12239,"Ophio5|5366","XA68_15337"
12622,13613,"Ophio5|5367","XA68_15338"
15724,16590,"Ophio5|5368","XA68_15339"
512,2803,"Ophio5|5369","XA68_15340"
3951,7858,"Ophio5|5370","XA68_15341"
8057,11452,"Ophio5|5371","XA68_15342"
12056,13721,"Ophio5|5372","XA68_15343"
14051,15617,"Ophio5|5373","XA68_15344"
16455,17435,"Ophio5|5374","XA68_15345"
92,1534,"Ophio5|5375","XA68_15346"
2860,5193,"Ophio5|5376","XA68_15347"
5624,7369,"Ophio5|5377","XA68_15348"
9432,10649,"Ophio5|5378","XA68_15349"
11127,11926,"Ophio5|5379","XA68_15350"
12551,13372,"Ophio5|5380","XA68_15351"
13422,13880,"Ophio5|5381","XA68_15352"
14125,15231,"Ophio5|5382","XA68_15353"
15481,17291,"Ophio5|5383","XA68_15354"
368,2172,"Ophio5|5384","XA68_15355"
2375,4624,"Ophio5|5385","XA68_15356"
4731,5627,"Ophio5|5386","XA68_15357"
6697,7251,"Ophio5|5387","XA68_15358"
8529,10371,"Ophio5|5388","XA68_15359"
10985,12523,"Ophio5|5389","XA68_15360"
13630,15284,"Ophio5|5390","XA68_15361"
15724,16941,"Ophio5|5391","XA68_15362"
18932,21022,"Ophio5|5392","XA68_15363"
26108,27739,"Ophio5|5393","XA68_15364"
27883,35571,"Ophio5|5394","XA68_15365"
37083,37601,"Ophio5|5395","XA68_15366"
38830,39411,"Ophio5|5396","XA68_15367"
42719,45031,"Ophio5|5397","XA68_15368"
46658,49606,"Ophio5|5398","XA68_15369"
50360,51022,"Ophio5|5399","XA68_15370"
51854,52980,"Ophio5|5400","XA68_15371"
54115,55204,"Ophio5|5401","XA68_15372"
55999,57595,"Ophio5|5402","XA68_15373"
58192,60677,"Ophio5|5403","XA68_15374"
1891,4054,"Ophio5|5404","XA68_15375"
